book_id,language,t_word,t_uword,t_sent,t_char,t_stopword,a_word_ps,a_char_pw,ttr,long_word_ratio,avg_vowels_pw,vowel_ratio,syllable_complexity,fre,gfi,t_punct,a_char_ps,t_n_ent,a_n_ent_pw,a_n_ent_ps,simp_adj_var,simp_adp_var,simp_adv_var,simp_aux_var,simp_cconj_var,simp_det_var,simp_intj_var,simp_noun_var,simp_num_var,simp_part_var,simp_pron_var,simp_propn_var,simp_punct_var,simp_sconj_var,simp_sym_var,simp_verb_var,simp_space_var,root_adj_var,root_adp_var,root_adv_var,root_aux_var,root_cconj_var,root_det_var,root_intj_var,root_noun_var,root_num_var,root_part_var,root_pron_var,root_propn_var,root_punct_var,root_sconj_var,root_sym_var,root_verb_var,root_space_var,corr_adj_var,corr_adp_var,corr_adv_var,corr_aux_var,corr_cconj_var,corr_det_var,corr_intj_var,corr_noun_var,corr_num_var,corr_part_var,corr_pron_var,corr_propn_var,corr_punct_var,corr_sconj_var,corr_sym_var,corr_verb_var,corr_space_var,simp_ttr,root_ttr,corr_ttr,bilog_ttr,uber_ttr,simp_ttr_no_lem,root_ttr_no_lem,corr_ttr_no_lem,bilog_ttr_no_lem,uber_ttr_no_lem,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_adj_pw,a_adp_pw,a_adv_pw,a_aux_pw,a_cconj_pw,a_det_pw,a_intj_pw,a_noun_pw,a_num_pw,a_part_pw,a_pron_pw,a_propn_pw,a_punct_pw,a_sconj_pw,a_sym_pw,a_verb_pw,a_space_pw,a_adj_ps,a_adp_ps,a_adv_ps,a_aux_ps,a_cconj_ps,a_det_ps,a_intj_ps,a_noun_ps,a_num_ps,a_part_ps,a_pron_ps,a_propn_ps,a_punct_ps,a_sconj_ps,a_sym_ps,a_verb_ps,a_space_ps,fkre,fkgl,fogi,smog,cole,auto
5036,en,540,230,24,2376,261,22.5,4.4,0.426,,,,,,,48.0,99.0,53.0,0.098,2.208,0.696,0.26,1.0,0.172,0.105,0.062,0.0,0.644,0.857,0.125,0.448,0.338,0.083,0.364,0.0,0.677,0.5,3.336,1.838,3.873,0.928,0.459,0.496,0.0,6.114,2.268,0.612,2.414,2.848,0.577,1.706,0.0,6.533,1.0,2.359,1.3,2.739,0.657,0.324,0.351,0.0,4.323,1.604,0.433,1.707,2.014,0.408,1.206,0.0,4.619,0.707,0.426,9.898,6.999,0.864,34.649,0.426,9.898,6.999,0.864,34.649,23.0,50.0,15.0,29.0,19.0,65.0,0.0,90.0,7.0,24.0,29.0,71.0,48.0,22.0,0.0,93.0,4.0,16.0,13.0,15.0,5.0,2.0,4.0,0.0,58.0,6.0,3.0,13.0,24.0,4.0,8.0,0.0,63.0,2.0,0.043,0.093,0.028,0.054,0.035,0.12,0.0,0.167,0.013,0.044,0.054,0.131,0.089,0.041,0.0,0.172,0.007,0.958,2.083,0.625,1.208,0.792,2.708,0.0,3.75,0.292,1.0,1.208,2.958,2.0,0.917,0.0,3.875,0.167,68.848,9.246,13.148,4.516,8.756,10.544
5037,en,88,66,4,442,33,22.0,5.023,0.75,,,,,,,10.0,110.5,11.0,0.125,2.75,1.0,0.385,1.0,1.0,1.0,0.5,0.0,0.941,0.0,0.4,0.75,0.571,0.3,1.0,0.0,0.833,0.0,3.162,1.387,2.0,1.0,1.0,1.225,0.0,3.881,0.0,0.894,1.5,2.138,0.949,1.0,0.0,2.887,0.0,2.236,0.981,1.414,0.707,0.707,0.866,0.0,2.744,0.0,0.632,1.061,1.512,0.671,0.707,0.0,2.041,0.0,0.75,7.036,4.975,0.936,61.016,0.75,7.036,4.975,0.936,61.016,10.0,13.0,4.0,1.0,1.0,6.0,0.0,17.0,0.0,5.0,4.0,14.0,10.0,1.0,0.0,12.0,0.0,10.0,5.0,4.0,1.0,1.0,3.0,0.0,16.0,0.0,2.0,3.0,8.0,3.0,1.0,0.0,10.0,0.0,0.114,0.148,0.045,0.011,0.011,0.068,0.0,0.193,0.0,0.057,0.045,0.159,0.114,0.011,0.0,0.136,0.0,2.5,3.25,1.0,0.25,0.25,1.5,0.0,4.25,0.0,1.25,1.0,3.5,2.5,0.25,0.0,3.0,0.0,46.069,12.299,16.073,5.713,12.388,13.227
5038,en,556,235,28,2389,285,19.857,4.297,0.423,,,,,,,69.0,85.321,64.0,0.115,2.286,0.957,0.203,0.882,0.19,0.08,0.107,0.0,0.723,0.5,0.091,0.221,0.344,0.043,0.5,0.0,0.736,0.333,4.587,1.625,3.638,0.873,0.4,0.802,0.0,7.014,0.707,0.426,1.819,2.75,0.361,1.581,0.0,6.862,0.577,3.244,1.149,2.572,0.617,0.283,0.567,0.0,4.959,0.5,0.302,1.286,1.945,0.255,1.118,0.0,4.852,0.408,0.423,9.966,7.047,0.864,34.612,0.423,9.966,7.047,0.864,34.612,23.0,64.0,17.0,21.0,25.0,56.0,0.0,94.0,2.0,22.0,68.0,64.0,69.0,10.0,0.0,87.0,3.0,22.0,13.0,15.0,4.0,2.0,6.0,0.0,68.0,1.0,2.0,15.0,22.0,3.0,5.0,0.0,64.0,1.0,0.041,0.115,0.031,0.038,0.045,0.101,0.0,0.169,0.004,0.04,0.122,0.115,0.124,0.018,0.0,0.156,0.005,0.821,2.286,0.607,0.75,0.893,2.0,0.0,3.357,0.071,0.786,2.429,2.286,2.464,0.357,0.0,3.107,0.107,77.887,7.329,10.533,2.644,7.974,8.736
5039,en,141,94,7,661,70,20.143,4.688,0.667,,,,,,,21.0,94.429,18.0,0.128,2.571,1.0,0.625,1.0,0.667,0.25,0.333,0.0,0.958,1.0,0.667,0.353,0.435,0.143,1.0,0.0,1.0,0.0,2.828,2.5,2.449,1.155,0.707,1.291,0.0,4.695,1.0,1.155,1.455,2.085,0.655,1.0,0.0,4.0,0.0,2.0,1.768,1.732,0.816,0.5,0.913,0.0,3.32,0.707,0.816,1.029,1.474,0.463,0.707,0.0,2.828,0.0,0.667,7.916,5.598,0.918,50.908,0.667,7.916,5.598,0.918,50.908,8.0,16.0,6.0,3.0,8.0,15.0,0.0,24.0,1.0,3.0,17.0,23.0,21.0,1.0,0.0,16.0,0.0,8.0,10.0,6.0,2.0,2.0,5.0,0.0,23.0,1.0,2.0,6.0,10.0,3.0,1.0,0.0,16.0,0.0,0.057,0.113,0.043,0.021,0.057,0.106,0.0,0.17,0.007,0.021,0.121,0.163,0.149,0.007,0.0,0.113,0.0,1.143,2.286,0.857,0.429,1.143,2.143,0.0,3.429,0.143,0.429,2.429,3.286,3.0,0.143,0.0,2.286,0.0,65.19,9.171,13.731,3.054,10.296,10.722
5040,en,69,54,5,325,38,13.8,4.71,0.783,,,,,,,10.0,65.0,4.0,0.058,0.8,0.857,0.5,1.0,0.2,0.0,0.5,0.0,0.833,1.0,0.6,1.0,0.75,0.3,1.0,0.0,1.0,0.0,2.268,1.225,1.414,0.447,0.0,1.581,0.0,2.887,1.0,1.342,2.449,1.5,0.949,1.0,0.0,3.162,0.0,1.604,0.866,1.0,0.316,0.0,1.118,0.0,2.041,0.707,0.949,1.732,1.061,0.671,0.707,0.0,2.236,0.0,0.783,6.501,4.597,0.942,64.914,0.783,6.501,4.597,0.942,64.914,7.0,6.0,2.0,5.0,0.0,10.0,0.0,12.0,1.0,5.0,6.0,4.0,10.0,1.0,0.0,10.0,0.0,6.0,3.0,2.0,1.0,0.0,5.0,0.0,10.0,1.0,3.0,6.0,3.0,3.0,1.0,0.0,10.0,0.0,0.101,0.087,0.029,0.072,0.0,0.145,0.0,0.174,0.014,0.072,0.087,0.058,0.145,0.014,0.0,0.145,0.0,1.4,1.2,0.4,1.0,0.0,2.0,0.0,2.4,0.2,1.0,1.2,0.8,2.0,0.2,0.0,2.0,0.0,67.767,7.235,12.477,5.11,9.751,7.655
5041,en,276,135,14,1162,141,19.714,4.21,0.489,,,,,,,33.0,83.0,12.0,0.043,0.857,0.778,0.812,1.0,0.267,0.154,0.091,0.0,0.54,1.0,0.25,0.259,0.2,0.091,0.5,0.0,0.809,0.167,3.3,3.25,3.464,1.033,0.555,0.522,0.0,3.818,1.414,0.866,1.347,0.775,0.522,1.732,0.0,5.543,0.408,2.333,2.298,2.449,0.73,0.392,0.369,0.0,2.7,1.0,0.612,0.953,0.548,0.369,1.225,0.0,3.919,0.289,0.489,8.126,5.746,0.873,33.647,0.489,8.126,5.746,0.873,33.647,18.0,16.0,12.0,15.0,13.0,33.0,0.0,50.0,2.0,12.0,27.0,15.0,33.0,12.0,0.0,47.0,6.0,14.0,13.0,12.0,4.0,2.0,3.0,0.0,27.0,2.0,3.0,7.0,3.0,3.0,6.0,0.0,38.0,1.0,0.065,0.058,0.043,0.054,0.047,0.12,0.0,0.181,0.007,0.043,0.098,0.054,0.12,0.043,0.0,0.17,0.022,1.286,1.143,0.857,1.071,0.929,2.357,0.0,3.571,0.143,0.857,1.929,1.071,2.357,0.857,0.0,3.357,0.429,86.899,6.036,10.349,3.054,7.454,8.257
5042,en,511,261,13,2441,238,39.308,4.777,0.511,,,,,,,65.0,187.769,58.0,0.114,4.462,0.875,0.281,0.87,0.25,0.115,0.067,0.0,0.676,0.714,0.3,0.583,0.627,0.046,0.5,0.0,0.852,0.083,5.534,2.25,4.17,1.118,0.588,0.516,0.0,6.929,1.89,0.949,2.858,4.817,0.372,1.414,0.0,6.26,0.289,3.913,1.591,2.949,0.791,0.416,0.365,0.0,4.899,1.336,0.671,2.021,3.406,0.263,1.0,0.0,4.426,0.204,0.511,11.546,8.164,0.892,46.088,0.511,11.546,8.164,0.892,46.088,40.0,64.0,23.0,20.0,26.0,60.0,0.0,105.0,7.0,10.0,24.0,59.0,65.0,8.0,0.0,54.0,12.0,35.0,18.0,20.0,5.0,3.0,4.0,0.0,71.0,5.0,3.0,14.0,37.0,3.0,4.0,0.0,46.0,1.0,0.078,0.125,0.045,0.039,0.051,0.117,0.0,0.205,0.014,0.02,0.047,0.115,0.127,0.016,0.0,0.106,0.023,3.077,4.923,1.769,1.538,2.0,4.615,0.0,8.077,0.538,0.769,1.846,4.538,5.0,0.615,0.0,4.154,0.923,40.12,17.428,22.064,8.384,11.535,20.723
5043,en,479,254,23,2163,241,20.826,4.516,0.53,,,,,,,41.0,94.043,44.0,0.092,1.913,0.733,0.233,0.818,0.28,0.143,0.076,0.0,0.809,0.833,0.273,0.419,0.921,0.073,0.833,0.0,0.8,0.2,4.017,1.807,2.714,1.4,0.535,0.615,0.0,7.839,2.887,0.905,2.335,5.678,0.469,2.887,0.0,6.693,0.447,2.84,1.278,1.919,0.99,0.378,0.435,0.0,5.543,2.041,0.64,1.651,4.015,0.331,2.041,0.0,4.733,0.316,0.53,11.606,8.206,0.897,48.335,0.53,11.606,8.206,0.897,48.335,30.0,60.0,11.0,25.0,14.0,66.0,0.0,94.0,12.0,11.0,31.0,38.0,41.0,12.0,0.0,70.0,5.0,22.0,14.0,9.0,7.0,2.0,5.0,0.0,76.0,10.0,3.0,13.0,35.0,3.0,10.0,0.0,56.0,1.0,0.063,0.125,0.023,0.052,0.029,0.138,0.0,0.196,0.025,0.023,0.065,0.079,0.086,0.025,0.0,0.146,0.01,1.304,2.609,0.478,1.087,0.609,2.87,0.0,4.087,0.522,0.478,1.348,1.652,1.783,0.522,0.0,3.043,0.217,71.778,8.422,12.756,3.574,9.331,10.252
5044,en,498,279,21,2458,216,23.714,4.936,0.56,,,,,,,58.0,117.048,72.0,0.145,3.429,0.733,0.254,1.0,0.222,0.308,0.047,0.0,0.84,0.5,0.182,0.619,0.671,0.069,0.667,0.0,0.847,1.0,4.919,2.016,3.0,0.667,1.109,0.375,0.0,8.4,1.225,0.853,2.837,5.963,0.525,2.0,0.0,6.509,1.0,3.479,1.425,2.121,0.471,0.784,0.265,0.0,5.94,0.866,0.603,2.006,4.216,0.371,1.414,0.0,4.603,0.707,0.56,12.502,8.84,0.907,54.731,0.56,12.502,8.84,0.907,54.731,45.0,63.0,9.0,9.0,13.0,64.0,0.0,100.0,6.0,22.0,21.0,79.0,58.0,9.0,0.0,59.0,1.0,33.0,16.0,9.0,2.0,4.0,3.0,0.0,84.0,3.0,4.0,13.0,53.0,4.0,6.0,0.0,50.0,1.0,0.09,0.127,0.018,0.018,0.026,0.129,0.0,0.201,0.012,0.044,0.042,0.159,0.116,0.018,0.0,0.118,0.002,2.143,3.0,0.429,0.429,0.619,3.048,0.0,4.762,0.286,1.048,1.0,3.762,2.762,0.429,0.0,2.81,0.048,52.807,11.785,16.715,5.713,11.974,13.674
5045,en,174,118,8,892,78,21.75,5.126,0.678,,,,,,,17.0,111.5,21.0,0.121,2.625,0.923,0.5,1.0,0.111,0.2,0.136,0.0,0.865,1.0,0.4,0.889,0.767,0.118,0.5,0.0,0.947,0.0,3.328,2.121,2.236,0.333,0.447,0.64,0.0,5.261,1.0,0.894,2.667,4.199,0.485,0.707,0.0,4.129,0.0,2.353,1.5,1.581,0.236,0.316,0.452,0.0,3.72,0.707,0.632,1.886,2.969,0.343,0.5,0.0,2.92,0.0,0.678,8.946,6.325,0.925,58.602,0.678,8.946,6.325,0.925,58.602,13.0,18.0,5.0,9.0,5.0,22.0,0.0,37.0,1.0,5.0,9.0,30.0,17.0,2.0,0.0,19.0,0.0,12.0,9.0,5.0,1.0,1.0,3.0,0.0,32.0,1.0,2.0,8.0,23.0,2.0,1.0,0.0,18.0,0.0,0.075,0.103,0.029,0.052,0.029,0.126,0.0,0.213,0.006,0.029,0.052,0.172,0.098,0.011,0.0,0.109,0.0,1.625,2.25,0.625,1.125,0.625,2.75,0.0,4.625,0.125,0.625,1.125,3.75,2.125,0.25,0.0,2.375,0.0,45.704,12.288,16.976,6.699,12.983,13.591
5046,en,524,262,27,2419,249,19.407,4.616,0.5,,,,,,,74.0,89.593,49.0,0.094,1.815,0.905,0.279,0.941,0.185,0.118,0.158,0.0,0.774,1.0,0.167,0.2,0.242,0.041,0.692,0.0,0.919,0.0,5.864,2.177,5.488,0.962,0.485,0.973,0.0,7.466,1.414,0.816,1.414,1.905,0.349,2.496,0.0,7.239,0.0,4.146,1.539,3.881,0.68,0.343,0.688,0.0,5.279,1.0,0.577,1.0,1.347,0.247,1.765,0.0,5.119,0.0,0.5,11.446,8.093,0.889,44.733,0.5,11.446,8.093,0.889,44.733,42.0,61.0,34.0,27.0,17.0,38.0,0.0,93.0,2.0,24.0,50.0,62.0,74.0,13.0,0.0,62.0,0.0,38.0,17.0,32.0,5.0,2.0,6.0,0.0,72.0,2.0,4.0,10.0,15.0,3.0,9.0,0.0,57.0,0.0,0.08,0.116,0.065,0.052,0.032,0.073,0.0,0.177,0.004,0.046,0.095,0.118,0.141,0.025,0.0,0.118,0.0,1.556,2.259,1.259,1.0,0.63,1.407,0.0,3.444,0.074,0.889,1.852,2.296,2.741,0.481,0.0,2.296,0.0,66.533,8.801,12.725,4.533,9.819,10.017
5047,en,307,153,14,1439,159,21.929,4.687,0.498,,,,,,,28.0,102.786,11.0,0.036,0.786,0.625,0.395,1.0,0.25,0.3,0.085,0.0,0.639,0.833,0.25,0.524,0.4,0.071,0.625,0.0,0.771,0.5,3.062,2.433,3.742,0.866,0.949,0.583,0.0,5.421,2.041,0.707,2.4,1.265,0.378,1.768,0.0,4.564,0.707,2.165,1.721,2.646,0.612,0.671,0.413,0.0,3.833,1.443,0.5,1.697,0.894,0.267,1.25,0.0,3.227,0.5,0.498,8.732,6.175,0.878,36.337,0.498,8.732,6.175,0.878,36.337,24.0,38.0,14.0,12.0,10.0,47.0,0.0,72.0,6.0,8.0,21.0,10.0,28.0,8.0,0.0,35.0,2.0,15.0,15.0,14.0,3.0,3.0,4.0,0.0,46.0,5.0,2.0,11.0,4.0,2.0,5.0,0.0,27.0,1.0,0.078,0.124,0.046,0.039,0.033,0.153,0.0,0.235,0.02,0.026,0.068,0.033,0.091,0.026,0.0,0.114,0.007,1.714,2.714,1.0,0.857,0.714,3.357,0.0,5.143,0.429,0.571,1.5,0.714,2.0,0.571,0.0,2.5,0.143,69.114,9.067,13.983,5.289,10.411,11.611
5048,en,65,50,2,345,27,32.5,5.308,0.769,,,,,,,6.0,172.5,8.0,0.123,4.0,0.875,0.667,1.0,1.0,0.25,0.3,1.0,1.0,0.0,0.0,1.0,0.818,0.333,0.0,0.0,0.8,1.0,2.475,2.0,1.414,1.0,0.5,0.949,1.0,3.464,0.0,0.0,1.0,2.714,0.816,0.0,0.0,1.789,1.0,1.75,1.414,1.0,0.707,0.354,0.671,0.707,2.449,0.0,0.0,0.707,1.919,0.577,0.0,0.0,1.265,0.707,0.769,6.202,4.385,0.937,58.331,0.769,6.202,4.385,0.937,58.331,8.0,9.0,2.0,1.0,4.0,10.0,1.0,12.0,0.0,0.0,1.0,11.0,6.0,0.0,0.0,5.0,1.0,7.0,6.0,2.0,1.0,1.0,3.0,1.0,12.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,4.0,1.0,0.123,0.138,0.031,0.015,0.062,0.154,0.015,0.185,0.0,0.0,0.015,0.169,0.092,0.0,0.0,0.077,0.015,4.0,4.5,1.0,0.5,2.0,5.0,0.5,6.0,0.0,0.0,0.5,5.5,3.0,0.0,0.0,2.5,0.5,17.663,18.87,24.077,12.119,14.498,19.819
5049,en,231,122,12,1091,118,19.25,4.723,0.528,,,,,,,23.0,90.917,23.0,0.1,1.917,1.0,0.424,1.0,0.182,0.1,0.098,0.0,0.756,1.0,0.667,0.5,0.594,0.087,0.5,0.0,0.871,0.0,2.449,2.437,2.0,0.603,0.316,0.625,0.0,5.068,1.0,1.155,1.414,3.359,0.417,1.225,0.0,4.849,0.0,1.732,1.723,1.414,0.426,0.224,0.442,0.0,3.584,0.707,0.816,1.0,2.375,0.295,0.866,0.0,3.429,0.0,0.528,8.027,5.676,0.883,36.151,0.528,8.027,5.676,0.883,36.151,6.0,33.0,4.0,11.0,10.0,41.0,0.0,45.0,1.0,3.0,8.0,32.0,23.0,6.0,0.0,31.0,0.0,6.0,14.0,4.0,2.0,1.0,4.0,0.0,34.0,1.0,2.0,4.0,19.0,2.0,3.0,0.0,27.0,0.0,0.026,0.143,0.017,0.048,0.043,0.177,0.0,0.195,0.004,0.013,0.035,0.139,0.1,0.026,0.0,0.134,0.0,0.5,2.75,0.333,0.917,0.833,3.417,0.0,3.75,0.083,0.25,0.667,2.667,1.917,0.5,0.0,2.583,0.0,70.834,8.162,14.107,2.856,10.433,10.44
5050,en,110,79,4,515,56,27.5,4.682,0.718,,,,,,,12.0,128.75,11.0,0.1,2.75,0.889,0.5,1.0,0.571,0.2,0.308,0.0,0.87,1.0,1.0,0.857,0.667,0.333,1.0,0.0,1.0,0.25,2.667,1.732,1.0,1.512,0.447,1.109,0.0,4.17,1.0,1.732,2.268,2.309,1.155,1.732,0.0,3.162,0.5,1.886,1.225,0.707,1.069,0.316,0.784,0.0,2.949,0.707,1.225,1.604,1.633,0.816,1.225,0.0,2.236,0.354,0.718,7.532,5.326,0.93,57.674,0.718,7.532,5.326,0.93,57.674,9.0,12.0,1.0,7.0,5.0,13.0,0.0,23.0,1.0,3.0,7.0,12.0,12.0,3.0,0.0,10.0,4.0,8.0,6.0,1.0,4.0,1.0,4.0,0.0,20.0,1.0,3.0,6.0,8.0,4.0,3.0,0.0,10.0,1.0,0.082,0.109,0.009,0.064,0.045,0.118,0.0,0.209,0.009,0.027,0.064,0.109,0.109,0.027,0.0,0.091,0.036,2.25,3.0,0.25,1.75,1.25,3.25,0.0,5.75,0.25,0.75,1.75,3.0,3.0,0.75,0.0,2.5,1.0,53.561,12.62,18.636,4.947,10.653,14.371
5051,en,455,237,18,2179,222,25.278,4.789,0.521,,,,,,,38.0,121.056,49.0,0.108,2.722,0.882,0.315,0.895,0.174,0.176,0.056,0.0,0.782,0.667,0.167,0.31,0.695,0.079,0.857,0.0,0.84,0.1,5.145,2.313,3.9,0.834,0.728,0.408,0.0,6.907,1.155,0.707,1.671,5.338,0.487,2.268,0.0,5.94,0.316,3.638,1.636,2.758,0.59,0.514,0.289,0.0,4.884,0.816,0.5,1.182,3.774,0.344,1.604,0.0,4.2,0.224,0.521,11.111,7.856,0.893,45.842,0.521,11.111,7.856,0.893,45.842,34.0,54.0,19.0,23.0,17.0,54.0,0.0,78.0,3.0,18.0,29.0,59.0,38.0,7.0,0.0,50.0,10.0,30.0,17.0,17.0,4.0,3.0,3.0,0.0,61.0,2.0,3.0,9.0,41.0,3.0,6.0,0.0,42.0,1.0,0.075,0.119,0.042,0.051,0.037,0.119,0.0,0.171,0.007,0.04,0.064,0.13,0.084,0.015,0.0,0.11,0.022,1.889,3.0,1.056,1.278,0.944,3.0,0.0,4.333,0.167,1.0,1.611,3.278,2.111,0.389,0.0,2.778,0.556,55.115,11.852,16.792,6.316,11.188,13.765
5052,en,410,198,20,1918,187,20.5,4.678,0.483,,,,,,,40.0,95.9,50.0,0.122,2.5,0.909,0.367,1.0,0.25,0.182,0.091,0.0,0.824,0.714,0.133,0.25,0.292,0.1,0.375,0.0,0.887,0.2,4.264,2.571,1.732,1.118,0.603,0.522,0.0,6.791,1.89,0.516,1.5,2.475,0.632,1.5,0.0,6.456,0.447,3.015,1.818,1.225,0.791,0.426,0.369,0.0,4.802,1.336,0.365,1.061,1.75,0.447,1.061,0.0,4.565,0.316,0.483,9.779,6.914,0.879,38.42,0.483,9.779,6.914,0.879,38.42,22.0,49.0,3.0,20.0,11.0,33.0,0.0,68.0,7.0,15.0,36.0,72.0,40.0,16.0,0.0,53.0,5.0,20.0,18.0,3.0,5.0,2.0,3.0,0.0,56.0,5.0,2.0,9.0,21.0,4.0,6.0,0.0,47.0,1.0,0.054,0.12,0.007,0.049,0.027,0.08,0.0,0.166,0.017,0.037,0.088,0.176,0.098,0.039,0.0,0.129,0.012,1.1,2.45,0.15,1.0,0.55,1.65,0.0,3.4,0.35,0.75,1.8,3.6,2.0,0.8,0.0,2.65,0.25,67.794,8.896,13.078,5.42,10.263,10.854
5053,en,48,43,3,253,19,16.0,5.271,0.896,,,,,,,10.0,84.333,4.0,0.083,1.333,0.8,0.667,1.0,0.333,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,1.0,0.5,1.789,1.633,2.0,0.577,0.707,1.414,0.0,2.449,1.0,1.0,1.414,2.646,0.632,0.0,0.0,2.646,0.707,1.265,1.155,1.414,0.408,0.5,1.0,0.0,1.732,0.707,0.707,1.0,1.871,0.447,0.0,0.0,1.871,0.5,0.896,6.207,4.389,0.972,128.605,0.896,6.207,4.389,0.972,128.605,5.0,6.0,4.0,3.0,2.0,2.0,0.0,6.0,1.0,1.0,2.0,7.0,10.0,0.0,0.0,7.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,2.0,7.0,2.0,0.0,0.0,7.0,1.0,0.104,0.125,0.083,0.062,0.042,0.042,0.0,0.125,0.021,0.021,0.042,0.146,0.208,0.0,0.0,0.146,0.042,1.667,2.0,1.333,1.0,0.667,0.667,0.0,2.0,0.333,0.333,0.667,2.333,3.333,0.0,0.0,2.333,0.667,40.783,11.546,17.233,6.597,13.342,11.396
5054,en,238,133,11,1048,147,21.636,4.403,0.559,,,,,,,15.0,95.273,1.0,0.004,0.091,1.0,0.452,0.846,0.286,0.286,0.438,0.0,0.8,0.0,0.273,0.25,0.333,0.133,0.778,0.0,0.789,0.0,4.0,2.514,3.051,1.069,0.756,1.75,0.0,5.06,0.0,0.905,1.581,0.577,0.516,2.333,0.0,4.867,0.0,2.828,1.778,2.157,0.756,0.535,1.237,0.0,3.578,0.0,0.64,1.118,0.408,0.365,1.65,0.0,3.441,0.0,0.559,8.621,6.096,0.894,41.097,0.559,8.621,6.096,0.894,41.097,16.0,31.0,13.0,14.0,7.0,16.0,0.0,40.0,0.0,11.0,40.0,3.0,15.0,9.0,0.0,38.0,0.0,16.0,14.0,11.0,4.0,2.0,7.0,0.0,32.0,0.0,3.0,10.0,1.0,2.0,7.0,0.0,30.0,0.0,0.067,0.13,0.055,0.059,0.029,0.067,0.0,0.168,0.0,0.046,0.168,0.013,0.063,0.038,0.0,0.16,0.0,1.455,2.818,1.182,1.273,0.636,1.455,0.0,3.636,0.0,1.0,3.636,0.273,1.364,0.818,0.0,3.455,0.0,70.415,8.813,13.024,2.436,8.724,10.128
5055,en,97,61,4,494,46,24.25,5.093,0.629,,,,,,,7.0,123.5,6.0,0.062,1.5,0.857,0.429,1.0,0.5,0.333,0.25,0.0,0.808,0.8,0.667,1.0,0.714,0.429,1.0,0.0,0.8,0.333,2.268,1.604,1.0,1.0,0.577,0.866,0.0,4.118,1.789,1.155,1.414,1.89,1.134,1.0,0.0,2.53,0.577,1.604,1.134,0.707,0.707,0.408,0.612,0.0,2.912,1.265,0.816,1.0,1.336,0.802,0.707,0.0,1.789,0.408,0.629,6.194,4.38,0.899,36.434,0.629,6.194,4.38,0.899,36.434,7.0,14.0,1.0,4.0,3.0,12.0,0.0,26.0,5.0,3.0,2.0,7.0,7.0,1.0,0.0,10.0,3.0,6.0,6.0,1.0,2.0,1.0,3.0,0.0,21.0,4.0,2.0,2.0,5.0,3.0,1.0,0.0,8.0,1.0,0.072,0.144,0.01,0.041,0.031,0.124,0.0,0.268,0.052,0.031,0.021,0.072,0.072,0.01,0.0,0.103,0.031,1.75,3.5,0.25,1.0,0.75,3.0,0.0,6.5,1.25,0.75,0.5,1.75,1.75,0.25,0.0,2.5,0.75,49.652,12.358,18.772,7.557,12.925,14.682
5056,en,225,127,8,971,125,28.125,4.316,0.564,,,,,,,28.0,121.375,19.0,0.084,2.375,0.917,0.387,0.75,0.286,0.25,0.208,0.0,0.837,1.0,0.6,0.333,0.696,0.107,0.857,0.0,0.773,0.5,3.175,2.155,2.121,1.069,0.707,1.021,0.0,5.49,1.0,1.342,1.633,3.336,0.567,2.268,0.0,3.624,0.707,2.245,1.524,1.5,0.756,0.5,0.722,0.0,3.882,0.707,0.949,1.155,2.359,0.401,1.604,0.0,2.563,0.5,0.564,8.467,5.987,0.894,41.031,0.564,8.467,5.987,0.894,41.031,12.0,31.0,8.0,14.0,8.0,24.0,0.0,43.0,1.0,5.0,24.0,23.0,28.0,7.0,0.0,22.0,2.0,11.0,12.0,6.0,4.0,2.0,5.0,0.0,36.0,1.0,3.0,8.0,16.0,3.0,6.0,0.0,17.0,1.0,0.053,0.138,0.036,0.062,0.036,0.107,0.0,0.191,0.004,0.022,0.107,0.102,0.124,0.031,0.0,0.098,0.009,1.5,3.875,1.0,1.75,1.0,3.0,0.0,5.375,0.125,0.625,3.0,2.875,3.5,0.875,0.0,2.75,0.25,68.12,10.745,15.339,4.04,8.523,12.959
